Doc_ID,Hypothesis_ID,Gold_Label,Evidence_Text,Primary_Pattern,Secondary_Patterns,Cue_Words,Evidence_Structure,Divergence_Flag,Confidence,Complexity_Score,Notes
489,nda-20,Contradiction,"4. Upon termination of the Evaluation of the parties' relationship with respect thereto, and upon Discloser's request, Recipient shall return to Discloser all materials reflecting or containing any of Discloser's Confidential Information and shall not retain any copies, extracts or other reproductions in whole or in part of any of the foregoing.",,,,Single-span,,,,
489,nda-3,NotMentioned,N/A,,,,None,,,,
489,nda-18,NotMentioned,N/A,,,,None,,,,
489,nda-7,Contradiction,"Recipient agrees not to disclose the Confidential Information of the other party, in any form, to any third party except as contemplated herein.",,,,Single-span,,,,
489,nda-17,NotMentioned,N/A,,,,None,,,,
489,nda-8,NotMentioned,N/A,,,,None,,,,
489,nda-13,Entailment,"2. Except for the software products and GO data, if any, disclosed hereunder, Confidential Information shall not include information which
---
(c) is lawfully obtained from a third party who has the right to make such disclosure; or",,,,Multi-span,,,,
489,nda-5,Entailment,"Recipient agrees to maintain the confidential nature of the Confidential Information; provided however, that any such Confidential Information may be disclosed to its employees who need access to such information for such purposes and are made aware of and agree to be bound by the confidentiality obligations contained herein.",,,,Single-span,,,,
489,nda-4,Entailment,3. Recipient hereby agrees that the Confidential Information will be used by it solely for the purposes of discussions with Discloser relating to the Evaluation and as necessary to fulfill any obligations Recipient may have to Discloser pursuant to any agreements the parties may enter into or otherwise.,,,,Single-span,,,,
490,nda-11,NotMentioned,N/A,,,,None,,,,
490,nda-16,NotMentioned,N/A,,,,None,,,,
490,nda-15,Entailment,"4. No license, express or implied, is granted by either party to the other party under any patent, trade secret or copyright now or hereafter owned by either party under this Agreement.",,,,Single-span,,,,
490,nda-10,NotMentioned,N/A,,,,None,,,,
490,nda-2,NotMentioned,N/A,,,,None,,,,
490,nda-1,Entailment,"1. During the term of this Agreement, the receiving party agrees to hold in confidence and not disclose to any person or persons, other than its employees with a need to know, or use except for the purpose of this agreement, for a period of fifteen (15) years from the date of each disclosure, any and all Proprietary Information disclosed in writing and identified as Proprietary Information by the disclosing party.
---
If Proprietary Information is disclosed orally or in other than written form, it must be identified as Proprietary Information at the time of disclosure and summarized in writing and identified as Proprietary Information by the disclosing party within thirty (30) days from the date of the disclosure.",,,,Multi-span,,,,
490,nda-19,Entailment,"However, termination of the Agreement will not affect the confidentiality and non-use obligations of either party.",,,,Single-span,,,,
490,nda-12,Entailment,"It is understood that the foregoing obligation of confidentiality does not apply to:
---
e) information that is developed by an employee of the receiving party independent of any such disclosure under this Agreement.",,,,Multi-span,,,,
490,nda-20,Contradiction,"3. The receiving party agrees not to copy any Proprietary Information without the written permission of the disclosing party, and shall return such Proprietary Information and any copies when requested to do so by the disclosing party during the term of this Agreement",,,,Single-span,,,,
490,nda-3,Entailment,"If Proprietary Information is disclosed orally or in other than written form, it must be identified as Proprietary Information at the time of disclosure and summarized in writing and identified as Proprietary Information by the disclosing party within thirty (30) days from the date of the disclosure.",,,,Single-span,,,,
490,nda-18,NotMentioned,N/A,,,,None,,,,
490,nda-7,Contradiction,"1. During the term of this Agreement, the receiving party agrees to hold in confidence and not disclose to any person or persons, other than its employees with a need to know, or use except for the purpose of this agreement, for a period of fifteen (15) years from the date of each disclosure, any and all Proprietary Information disclosed in writing and identified as Proprietary Information by the disclosing party.",,,,Single-span,,,,
490,nda-17,Contradiction,"3. The receiving party agrees not to copy any Proprietary Information without the written permission of the disclosing party, and shall return such Proprietary Information and any copies when requested to do so by the disclosing party during the term of this Agreement",,,,Single-span,,,,
